Body,Department,Sentimentvalue,Sentiment_category,Criticality
"To whom it may concern
My name is Justin if you look at your records you will notice I used to be a customer of yours I dare say for a few years I was a very happy customer of yours That was until a few years ago when after a string of banking errors and a couple of mistakes on my part forced me to discontinue our previously wellestablished relationship
This was due to a number of factors but primarily the unwillingness of your company to correct what were bank errors due to one of your managers notes I opened my account with you when I waswhen I wasI had two overdraft charges that were reversed they were mistakes on my part One of your managers though put a note on my account stating that no more overdraft charges were to be reversed This became an issue when a number of years later a banking error causedoverdraft charges to occur on a single day I appealed as high as the regional manager but was told nothing could be done The total overdrawn was less thanbut resulted inin overdraft charges I refused to pay and for good reason as my deposit slip clearly showed which account my deposit was supposed to go in ie the account it DID NOT go into and was subsequently overdrawn I wonder now if youll see this as big of a mistake as I did at the time
The result of this banking error was my name being sent to collections and after all was settled it cost me aroundThat was my cost It brings me great personal satisfaction to write this letter to you and announce what I estimate the current cost of your practices has been to you thus far It has been my goal over the last few years to ensure that all persons in my social network are aware of just how awful you treat your customers Im happy to announce that since this occurrence Ive successfully persuadedpeople to leave bankothers to refinance home mortgages with other institutions and preventedpeople from either switching to your bank or opening an account with you simply by truthfully going over what occurred in my experience with you
I write today as Ive hit one of mybench marks Im happy to announce while clearly these can only be soft numbers that by my estimation this weekend the amount of business Ive driven away from in interest hitIt really wasnt that difficult either all I had to do was explain what my experience was and ask others as my friend to switch banks What I found that wasnt so surprising was that many had already been considering it after working with you So heres to hitting k My next target ismillion and dont worry Ill keep you in the loop and posted when it occurs
While I certainly have enjoyed writing you to make you aware of whats going on I also thought maybe this could give you a little insight on the true cost of screwing loyal customers over Have a nice day Ill be in touch
Justin",Miscellaneous,3.4,Positive,Priority 3
"Subject complaint letter about the rude behaviour of staff
Dear Sir
I am doing business with your bank for more thanyears and during this past time I didnt have any complaint or problem with the services that you provide and how your employee provides them but I am very sorry to inform you that last week when I visited your bank for cashing some checks your desk clerk was very rude to me
When I feel that she is angry with something and not talking to me very well I politely asked her if I have done something wrong and she again rudely treated me and not only that but when I asked her to be polite she intentionally kept me waiting beside the desk while meeting with other customers 
I hope you will take notice of this misfortune and asked that lady what the original problem was and if I had offended her in some way or something else I hope you will take care of this matter and I wont have to face the same problem again or I will consider my other options including leaving the bank and closing my accounts
Regards
Bilal M",Miscellaneous,0.45,Negative,Highly critical
"To whom it may concern
My name is Justin if you look at your records you will notice I used to be a customer of yours I dare say for a few years I was a very happy customer of yours That was until a few years ago when after a string of banking errors and a couple of mistakes on my part forced me to discontinue our previously wellestablished relationship
This was due to a number of factors but primarily the unwillingness of your company to correct what were bank errors due to one of your managers notes I opened my account with you when I waswhen I wasI had two overdraft charges that were reversed they were mistakes on my part One of your managers though put a note on my account stating that no more overdraft charges were to be reversed This became an issue when a number of years later a banking error causedoverdraft charges to occur on a single day I appealed as high as the regional manager but was told nothing could be done The total overdrawn was less thanbut resulted inin overdraft charges I refused to pay and for good reason as my deposit slip clearly showed which account my deposit was supposed to go in ie the account it DID NOT go into and was subsequently overdrawn I wonder now if youll see this as big of a mistake as I did at the time
The result of this banking error was my name being sent to collections and after all was settled it cost me aroundThat was my cost It brings me great personal satisfaction to write this letter to you and announce what I estimate the current cost of your practices has been to you thus far It has been my goal over the last few years to ensure that all persons in my social network are aware of just how awful you treat your customers Im happy to announce that since this occurrence Ive successfully persuadedpeople to leave bankothers to refinance home mortgages with other institutions and preventedpeople from either switching to your bank or opening an account with you simply by truthfully going over what occurred in my experience with you
I write today as Ive hit one of mybench marks Im happy to announce while clearly these can only be soft numbers that by my estimation this weekend the amount of business Ive driven away from in interest hitIt really wasnt that difficult either all I had to do was explain what my experience was and ask others as my friend to switch banks What I found that wasnt so surprising was that many had already been considering it after working with you So heres to hitting k My next target ismillion and dont worry Ill keep you in the loop and posted when it occurs
While I certainly have enjoyed writing you to make you aware of whats going on I also thought maybe this could give you a little insight on the true cost of screwing loyal customers over Have a nice day Ill be in touch
Justin",Miscellaneous,3.4,Positive,Priority 3
"SubjectFormal Complaint against ICICI bank Chennai branch

Dear Madam


I recently applied for a loan with the abovereferenced bank and was denied credit because give the reason why the bank told you your application was denied I have attached a copy of the written notification the bank gave me for denying my credit application


I believe that the true reason this bank denied me credit was based on my sex or race or marital status and that this bank has violated my rights under the Equal Credit Opportunity Act I believe this to be the case for the following reasons


 My income is sufficient to qualify for the loan

 My debttoincome ratio is within an acceptable range

 I have excellent credit My credit score is 

 The loan officer asked me several inappropriate questions about how many children I plan to have and if I plan to get married soon

 I have firsthand knowledge that males or whites or Anglos or white males or married women that have a similar credit profile to mine have been approved for the same type of financing at this bank


I have attached copies of all pertinent paperwork to this letter for your information The person with whom I dealt with at this bank was Karthik J


Thanking you


Yours Sincerely
Diana Paul",Loan related,6.2,Positive,Priority 3
"Hi
This is to bring to your notice that my ICICI Card vide nohas been lost
Kindly stop all operations on the said card and have it cancelled with immediate effect Also please ensure that no liability of this card henceforth comes over me
I shall be much obliged
Thanking you 
Rajan Raheja",Cards Section,0.6,Negative,Critical
"SirMadam 

I am an account holder in your bank since most recentyears My sparingcurrent number isI need to bring this to your caring consideration that the staff in your bank office does not act appropriately with its profitable clients Not just me numerous other individuals are additionally unsatisfied because of a similar reason They are constantly occupied in their own tattlesThey talk in all respects cruelly at whatever point we ask them anythingThey dont give us right direction at whatever point we need it from their end 

I demand you to make fitting move and caution them to give us benefits that we merit 

Saying thanks to you 

Your genuinely 
Kitty",Miscellaneous,4.4,Positive,Priority 3
"To the manager
I have experienced very bad service from Standard Bank I had taken out a loan inwhich would be a fixed loan over a year period  a term I agreed to I am still being charged for ityears later despite my querying a year ago the ongoing debit order  with no satisfactory response I went into the Bayside Standard Bank branch again onDecemberto request that a copy of the contract be emailed to me The consultant did not have access to my records and could only email the relevant parties to request the information She informed me that I should receive it by th December However I only received an email stating that they were still busy with my case After waiting a few more days I contacted the relevant parties and again waited for the matter to be escalated and for them to update me on the progress I was eventually called on the th of December after I had to send yet another email According to the bank consultant there is no record of my contract as apparently they delete such information afteryears However their computer notes state that my contract period is over a much longer period thanmonths overmonths plus The person informed me that they will need to go through their phone call records to hear what I had agreed to and would contact me once they have found something The person who assisted me finally called me on the th of December According to him they cant find any records of that specific call and he will need their IT guys to assist him with this To date st JanuaryI have still not received any positive feedback I have posted this on Hello Peter once before and received what I assume to be an automated response saying that Standard Bank will Urgently attend to this matter of which I have received no calls or emails yet I have taken this matter further to the Ombudsman as I am very disgusted with the service I have received thus far from Standard Bank My questions to Standard Bank areWhy do you not retain records of contractsagreements till they have been fulfilledHow can there be absolutely no record of my contract with you including my phone callsWhat proof do you have that the contract was indeed overmonths All you have are notes on your computer that were entered by a staff member who may have entered the wrong informationIn addition to the interest on the loan you have also charged me for insurance on the loan I had previously queried this and you could not give me a satisfactory response As a result the capital has taken longer to be paid because interest is charged on the remaining monthly balance which includes the insurance deduction as wellYou have charged me over Rover and above my contractual period and have absolutely no records to prove that I even had a contract with you in the first place I demand that the money be reimbursed for the lastyears and that my debit order be cancelled with immediate I had been a valued client of Standard Bank for many years since I was a young child and when I did not receive satisfactory answers to my queries two years ago I cancelled my banking account with you due to your pathetic service I am truly disgusted 
Taryn Williams",Loan related,7,Positive,Priority 3
"SubjectFormal Complaint against ICICI bank Chennai branch

Dear Madam


I recently applied for a loan with the abovereferenced bank and was denied credit because give the reason why the bank told you your application was denied I have attached a copy of the written notification the bank gave me for denying my credit application


I believe that the true reason this bank denied me credit was based on my sex or race or marital status and that this bank has violated my rights under the Equal Credit Opportunity Act I believe this to be the case for the following reasons


 My income is sufficient to qualify for the loan

 My debttoincome ratio is within an acceptable range

 I have excellent credit My credit score is 

 The loan officer asked me several inappropriate questions about how many children I plan to have and if I plan to get married soon

 I have firsthand knowledge that males or whites or Anglos or white males or married women that have a similar credit profile to mine have been approved for the same type of financing at this bank


I have attached copies of all pertinent paperwork to this letter for your information The person with whom I dealt with at this bank was Karthik J


Thanking you


Yours Sincerely
Diana Paul",Loan related,6.2,Positive,Priority 3
"To
The Manager
City bank
Chennai
Subject Undue dishonour of cheque

Sir Madam
I am an account holder in your bank with my saving current numberI had issued a cheque of Rsin favour of Ms ABC Ltd but my cheque is dishonoured on the ground that there are insufficient funds in my bank account When I checked I found that there were Rs in my account on said date I cant understand why the cheque has bounced this is really pathetic and disappointing that this incident has effected by work relationship with my vendors 

I request you to take necessary action as soon as possible and credit the cheque bounce charges into my account

Your sincerely
Nikita Agarwal",Miscellaneous,-0.25,Negative,Highly critical
"SirMadam 

I am an account holder in your bank since most recentyears My sparingcurrent number isI need to bring this to your caring consideration that the staff in your bank office does not act appropriately with its profitable clients Not just me numerous other individuals are additionally unsatisfied because of a similar reason They are constantly occupied in their own tattlesThey talk in all respects cruelly at whatever point we ask them anythingThey dont give us right direction at whatever point we need it from their end 

I demand you to make fitting move and caution them to give us benefits that we merit 

Saying thanks to you 

Your genuinely 
Kitty",Miscellaneous,4.4,Positive,Priority 3
"To
The Manager
City bank
Chennai
Subject Undue dishonour of cheque

Sir Madam
I am an account holder in your bank with my saving current numberI had issued a cheque of Rsin favour of Ms ABC Ltd but my cheque is dishonoured on the ground that there are insufficient funds in my bank account When I checked I found that there were Rs in my account on said date I cant understand why the cheque has bounced this is really pathetic and disappointing that this incident has effected by work relationship with my vendors 

I request you to take necessary action as soon as possible and credit the cheque bounce charges into my account

Your sincerely
Nikita Agarwal",Miscellaneous,-0.25,Negative,Highly critical
"To
The Manager
Bank of India
Thrissur 


Subject Complaint letter for staff misbehaviour

Sir Madam
I am an account holder in your bank since lastyears My saving current number isI want to bring this to your kind attention that the staff in your bank branch does not behave properly with its valuable customers Not only me many other people are also unsatisfied due to the same reason They are always busy in their personal gossips They speak very harshly whenever we ask them anything They do not provide us right guidance whenever we need it from their end 


I request you to take appropriate action and warn them to provide us services that we deserve

Thanking you

Your sincerely
Rahul Sharma",Miscellaneous,6,Positive,Priority 3
"Dear Sir
I have an account in your bank from past four months and the account number isI had applied for the debit card at the time of opening the account but till now I have not received the debit card nor the pin number Its very difficult for me to come to bank every now and then to withdraw money I stay alone with my sixyearold son and my husband keeps travelling for business I have to take care of all the household work and other responsibilities
I was informed by the staff that I will be getting the debit card kit withindays but I didnt receive any thing Finally I gave a call to your customer care department and there again I faced problems giving all the details and finally the person informed me that it will take another twentyfive days So I waited again but I didnt receive anything I finally decided to meet the supervisor and he told me to fill in a fresh form as there had been a confusion
I had been a customer of same bank from pastyears in another city and I opened an new account here as the transfer procedure were very long but now I feel I should have done the same It is really disappointing that the banks take so long to give a debit card I request you to look into the matter and have debit card issued soon
Thanks and regards
Kunjumon P",Cards Section,2.85,Positive,Priority 3
"Dear Sir
I have an account in your bank from past four months and the account number isI had applied for the debit card at the time of opening the account but till now I have not received the debit card nor the pin number Its very difficult for me to come to bank every now and then to withdraw money I stay alone with my sixyearold son and my husband keeps travelling for business I have to take care of all the household work and other responsibilities
I was informed by the staff that I will be getting the debit card kit withindays but I didnt receive any thing Finally I gave a call to your customer care department and there again I faced problems giving all the details and finally the person informed me that it will take another twentyfive days So I waited again but I didnt receive anything I finally decided to meet the supervisor and he told me to fill in a fresh form as there had been a confusion
I had been a customer of same bank from pastyears in another city and I opened an new account here as the transfer procedure were very long but now I feel I should have done the same It is really disappointing that the banks take so long to give a debit card I request you to look into the matter and have debit card issued soon
Thanks and regards
Kunjumon P",Cards Section,2.85,Positive,Priority 3
"Dear Sir 

It is with profound sadness that I need to bring to your notice outright absence of administration in your branch 

There are in every case long lines to gather or store money While the clients are pausing and extra lines heaping on you staff is occupied by and large observed having tea and samosas or tattling Their torpid and unfeeling demeanour adds to the deferral These disputes are being upheld by other record holders additionally whose marks have been incorporated beneath 

We demand you to find a way to guarantee quick dispensing of checks or money and consequently increment the productivity of your administration It would spare demeanour of our precious time 

Expressing gratitude toward you 

Karthika",Miscellaneous,3.2,Positive,Priority 3
"Subject complaint letter about the rude behaviour of staff
Dear Sir
I am doing business with your bank for more thanyears and during this past time I didnt have any complaint or problem with the services that you provide and how your employee provides them but I am very sorry to inform you that last week when I visited your bank for cashing some checks your desk clerk was very rude to me
When I feel that she is angry with something and not talking to me very well I politely asked her if I have done something wrong and she again rudely treated me and not only that but when I asked her to be polite she intentionally kept me waiting beside the desk while meeting with other customers 
I hope you will take notice of this misfortune and asked that lady what the original problem was and if I had offended her in some way or something else I hope you will take care of this matter and I wont have to face the same problem again or I will consider my other options including leaving the bank and closing my accounts
Regards
Bilal M",Miscellaneous,0.45,Negative,Highly critical
"Subject complaint letter about the rude behaviour of staff
Dear Sir
I am doing business with your bank for more thanyears and during this past time I didnt have any complaint or problem with the services that you provide and how your employee provides them but I am very sorry to inform you that last week when I visited your bank for cashing some checks your desk clerk was very rude to me
When I feel that she is angry with something and not talking to me very well I politely asked her if I have done something wrong and she again rudely treated me and not only that but when I asked her to be polite she intentionally kept me waiting beside the desk while meeting with other customers 
I hope you will take notice of this misfortune and asked that lady what the original problem was and if I had offended her in some way or something else I hope you will take care of this matter and I wont have to face the same problem again or I will consider my other options including leaving the bank and closing my accounts
Regards
Bilal M",Miscellaneous,0.45,Negative,Highly critical
"Dear Sir 

It is with profound sadness that I need to bring to your notice outright absence of administration in your branch 

There are in every case long lines to gather or store money While the clients are pausing and extra lines heaping on you staff is occupied by and large observed having tea and samosas or tattling Their torpid and unfeeling demeanour adds to the deferral These disputes are being upheld by other record holders additionally whose marks have been incorporated beneath 

We demand you to find a way to guarantee quick dispensing of checks or money and consequently increment the productivity of your administration It would spare demeanour of our precious time 

Expressing gratitude toward you 

Karthika",Miscellaneous,3.2,Positive,Priority 3
"To
The Manager
Bank of India
Thrissur 


Subject Complaint letter for staff misbehaviour

Sir Madam
I am an account holder in your bank since lastyears My saving current number isI want to bring this to your kind attention that the staff in your bank branch does not behave properly with its valuable customers Not only me many other people are also unsatisfied due to the same reason They are always busy in their personal gossips They speak very harshly whenever we ask them anything They do not provide us right guidance whenever we need it from their end 


I request you to take appropriate action and warn them to provide us services that we deserve

Thanking you

Your sincerely
Rahul Sharma",Miscellaneous,6,Positive,Priority 3
"Dear Sir
I have an account in your bank from past four months and the account number isI had applied for the debit card at the time of opening the account but till now I have not received the debit card nor the pin number Its very difficult for me to come to bank every now and then to withdraw money I stay alone with my sixyearold son and my husband keeps travelling for business I have to take care of all the household work and other responsibilities
I was informed by the staff that I will be getting the debit card kit withindays but I didnt receive any thing Finally I gave a call to your customer care department and there again I faced problems giving all the details and finally the person informed me that it will take another twentyfive days So I waited again but I didnt receive anything I finally decided to meet the supervisor and he told me to fill in a fresh form as there had been a confusion
I had been a customer of same bank from pastyears in another city and I opened an new account here as the transfer procedure were very long but now I feel I should have done the same It is really disappointing that the banks take so long to give a debit card I request you to look into the matter and have debit card issued soon
Thanks and regards
Kunjumon P",Cards Section,2.85,Positive,Priority 3
"Dear Sir
It is with deep regrets that I have to bring to your notice absolute lack of service in your branch
There are always long queues to collect or deposit cash While the customers are waiting and additional queues piling on you staff is busy generally seen having tea and samosas or gossiping Their lethargic and callous attitude adds to the delay These contentions are being supported by other account holders also whose signatures have been included below
We request you to take requisite steps to ensure speedy disbursement of cheques or cash and hence increase the efficiency of your service It would save air of our valuable time
Thanking you 
Chitra P",Miscellaneous,4.1,Positive,Priority 3
"Hi
This is to bring to your notice that my ICICI Card vide nohas been lost
Kindly stop all operations on the said card and have it cancelled with immediate effect Also please ensure that no liability of this card henceforth comes over me
I shall be much obliged
Thanking you 
Rajan Raheja",Cards Section,0.6,Negative,Critical
"Dear Sir 

It is with profound sadness that I need to bring to your notice outright absence of administration in your branch 

There are in every case long lines to gather or store money While the clients are pausing and extra lines heaping on you staff is occupied by and large observed having tea and samosas or tattling Their torpid and unfeeling demeanour adds to the deferral These disputes are being upheld by other record holders additionally whose marks have been incorporated beneath 

We demand you to find a way to guarantee quick dispensing of checks or money and consequently increment the productivity of your administration It would spare demeanour of our precious time 

Expressing gratitude toward you 

Karthika",Miscellaneous,3.2,Positive,Priority 3
"SubjectFormal Complaint against ICICI bank Chennai branch

Dear Madam


I recently applied for a loan with the abovereferenced bank and was denied credit because give the reason why the bank told you your application was denied I have attached a copy of the written notification the bank gave me for denying my credit application


I believe that the true reason this bank denied me credit was based on my sex or race or marital status and that this bank has violated my rights under the Equal Credit Opportunity Act I believe this to be the case for the following reasons


 My income is sufficient to qualify for the loan

 My debttoincome ratio is within an acceptable range

 I have excellent credit My credit score is 

 The loan officer asked me several inappropriate questions about how many children I plan to have and if I plan to get married soon

 I have firsthand knowledge that males or whites or Anglos or white males or married women that have a similar credit profile to mine have been approved for the same type of financing at this bank


I have attached copies of all pertinent paperwork to this letter for your information The person with whom I dealt with at this bank was Karthik J


Thanking you


Yours Sincerely
Diana Paul",Loan related,6.2,Positive,Priority 3
"SirMadam 

I am an account holder in your bank since most recentyears My sparingcurrent number isI need to bring this to your caring consideration that the staff in your bank office does not act appropriately with its profitable clients Not just me numerous other individuals are additionally unsatisfied because of a similar reason They are constantly occupied in their own tattlesThey talk in all respects cruelly at whatever point we ask them anythingThey dont give us right direction at whatever point we need it from their end 

I demand you to make fitting move and caution them to give us benefits that we merit 

Saying thanks to you 

Your genuinely 
Kitty",Miscellaneous,4.4,Positive,Priority 3
"Hi
This is to bring to your notice that my ICICI Card vide nohas been lost
Kindly stop all operations on the said card and have it cancelled with immediate effect Also please ensure that no liability of this card henceforth comes over me
I shall be much obliged
Thanking you 
Rajan Raheja",Cards Section,0.6,Negative,Critical
"Hi
This is to bring to your notice that my ICICI Card vide nohas been lost
Kindly stop all operations on the said card and have it cancelled with immediate effect Also please ensure that no liability of this card henceforth comes over me
I shall be much obliged
Thanking you 
Rajan Raheja",Cards Section,0.6,Negative,Critical
"Sub Complaint Letter about Bank Staff
Dear Manager
I have visited the bank for consecutive three days but was unable to get the deposit slip On inquiry for the slip I had to face rude behaviour of the staff In addition to this there is no person to guide for opening a new account A bank draft is always provided after delay These all problems are not only faced by me but also with many other persons Please take serious actions to maintain your banks reputation
Sincerely Yours
Manithan",Miscellaneous,0.15,Negative,Highly critical
"SirMadam 

I am an account holder in your bank since most recentyears My sparingcurrent number isI need to bring this to your caring consideration that the staff in your bank office does not act appropriately with its profitable clients Not just me numerous other individuals are additionally unsatisfied because of a similar reason They are constantly occupied in their own tattlesThey talk in all respects cruelly at whatever point we ask them anythingThey dont give us right direction at whatever point we need it from their end 

I demand you to make fitting move and caution them to give us benefits that we merit 

Saying thanks to you 

Your genuinely 
Kitty",Miscellaneous,4.4,Positive,Priority 3
"Subject complaint letter about the rude behaviour of staff
Dear Sir
I am doing business with your bank for more thanyears and during this past time I didnt have any complaint or problem with the services that you provide and how your employee provides them but I am very sorry to inform you that last week when I visited your bank for cashing some checks your desk clerk was very rude to me
When I feel that she is angry with something and not talking to me very well I politely asked her if I have done something wrong and she again rudely treated me and not only that but when I asked her to be polite she intentionally kept me waiting beside the desk while meeting with other customers 
I hope you will take notice of this misfortune and asked that lady what the original problem was and if I had offended her in some way or something else I hope you will take care of this matter and I wont have to face the same problem again or I will consider my other options including leaving the bank and closing my accounts
Regards
Bilal M",Miscellaneous,0.45,Negative,Highly critical
"Dear Sir
I have an account in your bank from past four months and the account number isI had applied for the debit card at the time of opening the account but till now I have not received the debit card nor the pin number Its very difficult for me to come to bank every now and then to withdraw money I stay alone with my sixyearold son and my husband keeps travelling for business I have to take care of all the household work and other responsibilities
I was informed by the staff that I will be getting the debit card kit withindays but I didnt receive any thing Finally I gave a call to your customer care department and there again I faced problems giving all the details and finally the person informed me that it will take another twentyfive days So I waited again but I didnt receive anything I finally decided to meet the supervisor and he told me to fill in a fresh form as there had been a confusion
I had been a customer of same bank from pastyears in another city and I opened an new account here as the transfer procedure were very long but now I feel I should have done the same It is really disappointing that the banks take so long to give a debit card I request you to look into the matter and have debit card issued soon
Thanks and regards
Kunjumon P",Cards Section,2.85,Positive,Priority 3
"Dear Sir
I have an account in your bank from past four months and the account number isI had applied for the debit card at the time of opening the account but till now I have not received the debit card nor the pin number Its very difficult for me to come to bank every now and then to withdraw money I stay alone with my sixyearold son and my husband keeps travelling for business I have to take care of all the household work and other responsibilities
I was informed by the staff that I will be getting the debit card kit withindays but I didnt receive any thing Finally I gave a call to your customer care department and there again I faced problems giving all the details and finally the person informed me that it will take another twentyfive days So I waited again but I didnt receive anything I finally decided to meet the supervisor and he told me to fill in a fresh form as there had been a confusion
I had been a customer of same bank from pastyears in another city and I opened an new account here as the transfer procedure were very long but now I feel I should have done the same It is really disappointing that the banks take so long to give a debit card I request you to look into the matter and have debit card issued soon
Thanks and regards
Kunjumon P",Cards Section,2.85,Positive,Priority 3
"Sub Complaint Letter about Bank Staff
Dear Manager
I have visited the bank for consecutive three days but was unable to get the deposit slip On inquiry for the slip I had to face rude behaviour of the staff In addition to this there is no person to guide for opening a new account A bank draft is always provided after delay These all problems are not only faced by me but also with many other persons Please take serious actions to maintain your banks reputation
Sincerely Yours
Manithan",Miscellaneous,0.15,Negative,Highly critical
"SirMadam 

I am an account holder in your bank since most recentyears My sparingcurrent number isI need to bring this to your caring consideration that the staff in your bank office does not act appropriately with its profitable clients Not just me numerous other individuals are additionally unsatisfied because of a similar reason They are constantly occupied in their own tattlesThey talk in all respects cruelly at whatever point we ask them anythingThey dont give us right direction at whatever point we need it from their end 

I demand you to make fitting move and caution them to give us benefits that we merit 

Saying thanks to you 

Your genuinely 
Kitty",Miscellaneous,4.4,Positive,Priority 3
"Hi
This is to bring to your notice that my ICICI Card vide nohas been lost
Kindly stop all operations on the said card and have it cancelled with immediate effect Also please ensure that no liability of this card henceforth comes over me
I shall be much obliged
Thanking you 
Rajan Raheja",Cards Section,0.6,Negative,Critical
"Subject complaint letter about the rude behaviour of staff
Dear Sir
I am doing business with your bank for more thanyears and during this past time I didnt have any complaint or problem with the services that you provide and how your employee provides them but I am very sorry to inform you that last week when I visited your bank for cashing some checks your desk clerk was very rude to me
When I feel that she is angry with something and not talking to me very well I politely asked her if I have done something wrong and she again rudely treated me and not only that but when I asked her to be polite she intentionally kept me waiting beside the desk while meeting with other customers 
I hope you will take notice of this misfortune and asked that lady what the original problem was and if I had offended her in some way or something else I hope you will take care of this matter and I wont have to face the same problem again or I will consider my other options including leaving the bank and closing my accounts
Regards
Bilal M",Miscellaneous,0.45,Negative,Highly critical
"Dear Sir
It is with deep regrets that I have to bring to your notice absolute lack of service in your branch
There are always long queues to collect or deposit cash While the customers are waiting and additional queues piling on you staff is busy generally seen having tea and samosas or gossiping Their lethargic and callous attitude adds to the delay These contentions are being supported by other account holders also whose signatures have been included below
We request you to take requisite steps to ensure speedy disbursement of cheques or cash and hence increase the efficiency of your service It would save air of our valuable time
Thanking you 
Chitra P",Miscellaneous,4.1,Positive,Priority 3
"SubjectFormal Complaint against ICICI bank Chennai branch

Dear Madam


I recently applied for a loan with the abovereferenced bank and was denied credit because give the reason why the bank told you your application was denied I have attached a copy of the written notification the bank gave me for denying my credit application


I believe that the true reason this bank denied me credit was based on my sex or race or marital status and that this bank has violated my rights under the Equal Credit Opportunity Act I believe this to be the case for the following reasons


 My income is sufficient to qualify for the loan

 My debttoincome ratio is within an acceptable range

 I have excellent credit My credit score is 

 The loan officer asked me several inappropriate questions about how many children I plan to have and if I plan to get married soon

 I have firsthand knowledge that males or whites or Anglos or white males or married women that have a similar credit profile to mine have been approved for the same type of financing at this bank


I have attached copies of all pertinent paperwork to this letter for your information The person with whom I dealt with at this bank was Karthik J


Thanking you


Yours Sincerely
Diana Paul",Loan related,6.2,Positive,Priority 3
"Hi
This is to bring to your notice that my ICICI Card vide nohas been lost
Kindly stop all operations on the said card and have it cancelled with immediate effect Also please ensure that no liability of this card henceforth comes over me
I shall be much obliged
Thanking you 
Rajan Raheja",Cards Section,0.6,Negative,Critical
"Dear Sir 

It is with profound sadness that I need to bring to your notice outright absence of administration in your branch 

There are in every case long lines to gather or store money While the clients are pausing and extra lines heaping on you staff is occupied by and large observed having tea and samosas or tattling Their torpid and unfeeling demeanour adds to the deferral These disputes are being upheld by other record holders additionally whose marks have been incorporated beneath 

We demand you to find a way to guarantee quick dispensing of checks or money and consequently increment the productivity of your administration It would spare demeanour of our precious time 

Expressing gratitude toward you 

Karthika",Miscellaneous,3.2,Positive,Priority 3
"Sub Complaint Letter about Bank Staff
Dear Manager
I have visited the bank for consecutive three days but was unable to get the deposit slip On inquiry for the slip I had to face rude behaviour of the staff In addition to this there is no person to guide for opening a new account A bank draft is always provided after delay These all problems are not only faced by me but also with many other persons Please take serious actions to maintain your banks reputation
Sincerely Yours
Manithan",Miscellaneous,0.15,Negative,Highly critical
"To whom it may concern
My name is Justin if you look at your records you will notice I used to be a customer of yours I dare say for a few years I was a very happy customer of yours That was until a few years ago when after a string of banking errors and a couple of mistakes on my part forced me to discontinue our previously wellestablished relationship
This was due to a number of factors but primarily the unwillingness of your company to correct what were bank errors due to one of your managers notes I opened my account with you when I waswhen I wasI had two overdraft charges that were reversed they were mistakes on my part One of your managers though put a note on my account stating that no more overdraft charges were to be reversed This became an issue when a number of years later a banking error causedoverdraft charges to occur on a single day I appealed as high as the regional manager but was told nothing could be done The total overdrawn was less thanbut resulted inin overdraft charges I refused to pay and for good reason as my deposit slip clearly showed which account my deposit was supposed to go in ie the account it DID NOT go into and was subsequently overdrawn I wonder now if youll see this as big of a mistake as I did at the time
The result of this banking error was my name being sent to collections and after all was settled it cost me aroundThat was my cost It brings me great personal satisfaction to write this letter to you and announce what I estimate the current cost of your practices has been to you thus far It has been my goal over the last few years to ensure that all persons in my social network are aware of just how awful you treat your customers Im happy to announce that since this occurrence Ive successfully persuadedpeople to leave bankothers to refinance home mortgages with other institutions and preventedpeople from either switching to your bank or opening an account with you simply by truthfully going over what occurred in my experience with you
I write today as Ive hit one of mybench marks Im happy to announce while clearly these can only be soft numbers that by my estimation this weekend the amount of business Ive driven away from in interest hitIt really wasnt that difficult either all I had to do was explain what my experience was and ask others as my friend to switch banks What I found that wasnt so surprising was that many had already been considering it after working with you So heres to hitting k My next target ismillion and dont worry Ill keep you in the loop and posted when it occurs
While I certainly have enjoyed writing you to make you aware of whats going on I also thought maybe this could give you a little insight on the true cost of screwing loyal customers over Have a nice day Ill be in touch
Justin",Miscellaneous,3.4,Positive,Priority 3
"Dear Sir
I have an account in your bank from past four months and the account number isI had applied for the debit card at the time of opening the account but till now I have not received the debit card nor the pin number Its very difficult for me to come to bank every now and then to withdraw money I stay alone with my sixyearold son and my husband keeps travelling for business I have to take care of all the household work and other responsibilities
I was informed by the staff that I will be getting the debit card kit withindays but I didnt receive any thing Finally I gave a call to your customer care department and there again I faced problems giving all the details and finally the person informed me that it will take another twentyfive days So I waited again but I didnt receive anything I finally decided to meet the supervisor and he told me to fill in a fresh form as there had been a confusion
I had been a customer of same bank from pastyears in another city and I opened an new account here as the transfer procedure were very long but now I feel I should have done the same It is really disappointing that the banks take so long to give a debit card I request you to look into the matter and have debit card issued soon
Thanks and regards
Kunjumon P",Cards Section,2.85,Positive,Priority 3
"To
The Manager
Bank of India
Thrissur 


Subject Complaint letter for staff misbehaviour

Sir Madam
I am an account holder in your bank since lastyears My saving current number isI want to bring this to your kind attention that the staff in your bank branch does not behave properly with its valuable customers Not only me many other people are also unsatisfied due to the same reason They are always busy in their personal gossips They speak very harshly whenever we ask them anything They do not provide us right guidance whenever we need it from their end 


I request you to take appropriate action and warn them to provide us services that we deserve

Thanking you

Your sincerely
Rahul Sharma",Miscellaneous,6,Positive,Priority 3
